id,track_id,track_name,artist_id,artist_name,release_id,release_name,explicit,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
253,00ApCztgZjlYKAEMmvLf9S,"Symphony No. 8 in F Major, Op. 93: 4. Allegro vivace","['2wOqMjp9TyABvtHdOSOTUS', '6uRJnvQ3f8whVnmeoecv5Z', '5zCaQxjl110XTrm4LQ1CxY']","['Ludwig van Beethoven', 'Berliner Philharmoniker', 'Herbert von Karajan']",5U2ZIDU7MISDzXEtFbcZWJ,Beethoven: The 9 Symphonies,False,15,0.93,0.355,426640,0.31,0.875,5,0.15,-16.749,1,0.0446,70.742,4,0.297
254,00ApSFWDUoTz8llFINPkfG,Awakening (Trance 2017 Top 100 Hits DJ Mix Edit),['6hvGOiFeX4K7WcnF8bZPNo'],['Sef10'],2rABkYDVFTrttNWp9iKS4g,Trance 2017 Top 100 Hits DJ Mix,False,0,0.00174,0.708,427526,0.898,0.827,0,0.0502,-5.084,0,0.0421,133.971,4,0.842
255,00Arfy7zhXmtnAUb5vlWGP,Arbol De La Horca,['24z2EWgF5nVUKnbJHd9ku2'],['Grupo Laberinto'],7xbkpXPLmUhlYL2FgsFqso,Grupo Laberinto De Corridos,False,50,0.849,0.56,162505,0.388,0.0,8,0.121,-7.774,1,0.11,204.484,3,0.972
256,00AvVpYnrbt4GPD4v7TReS,Death Ship,['7HZQqtnOYmjJl8XAB3Vg8y'],['Hoodoo Gurus'],2tFNJVZwc6psdz6U2toGQp,Stoneage Romeos,False,15,0.0128,0.363,155267,0.929,0.00191,4,0.104,-1.987,0,0.0483,109.789,4,0.633
257,00Avf9FA700lyEJmf8mgXZ,"Bach, JS: Ich hab mein Sach Gott heimgestellt, BWV 708","['5aIqB5nVVvmFsvSdExz408', '71DVPBXILu9RWED4ROAZHK']","['Johann Sebastian Bach', 'Marie-Claire Alain']",2b2EXjhwM5giw1Mo3caWhj,"Bach, JS : Complete Organ Works [1980]",False,1,0.562,0.249,61600,0.0278,0.824,9,0.0836,-19.9,1,0.0447,69.191,3,0.339
258,00AxNl4D4jHL2AEf1W55j5,What The Hell Did I Say,['7x8nK0m0cP2ksQf0mjWdPS'],['Dierks Bentley'],2GIrLP0PWskhZAJaHQtDux,Black,False,52,0.000668,0.579,207333,0.804,1.19e-06,2,0.198,-4.777,0,0.0265,107.985,4,0.291
259,00B1hXZeVNem1yPMUMC1T0,A World Full Of Strangers,"['5xLSa7l4IV1gsQfhAMvl0U', '3Bhgbs9kIwl8SuU0eIqN6b']","['B.B. King', 'The Crusaders']",2EZl1akpBAY1Ytyh5eX6vm,Midnight Believer,False,10,0.298,0.853,262400,0.389,0.329,5,0.069,-14.967,0,0.0489,87.823,4,0.85
260,00B7CuCUdRPnXZpJQ0XPUU,Evening Song,"['7AJ5DmaiqqwaoHztI1bbVU', '6Wiy9Dr9ZTdgfoVoXwZ0da', '6OCixaZlP7TAKFaSSp1s2V']","['Ramesh Shotham', 'Büdi Siebert', 'Matthias Frey']",6A00CZbG2JviaBOKYJOuKU,Tri,False,0,0.959,0.369,148867,0.135,0.949,0,0.121,-26.852,1,0.0323,130.019,3,0.201
261,00B7TZ0Xawar6NZ00JFomN,Best Life (feat. Chance The Rapper),"['4kYSro6naA4h99UJvo89HB', '1anyVhU62p31KFi8MEzkbf']","['Cardi B', 'Chance the Rapper']",4KdtEKjY3Gi0mKiSdy96ML,Invasion of Privacy,True,61,0.287,0.62,284856,0.625,0.0,9,0.314,-7.438,1,0.553,167.911,4,0.665
262,00B7oJrApMg5uEDr1HM6DT,K.K.K. Shit,['7hGrRZstJa4cw3RDDWohbZ'],['Beezy K'],4oyVxqfrH0DgX9l8XQrDhO,Beezy KKK,True,15,0.00909,0.774,184827,0.694,0.0,9,0.101,-7.226,1,0.289,174.972,4,0.463
263,00B91CBmRQV8CrVplrS8Aa,也許應該分手了,['4bzVQLX2gMBQVMINdAGElJ'],['Vivian Chow'],44JpuajGnjnfbV1Df2ELBw,萬千寵愛30首,False,15,0.715,0.503,278267,0.399,0.0,7,0.0816,-9.218,1,0.0308,139.953,4,0.358
264,00BA5AwOARJrlF7xhYkzDt,There Will Never Be Another You - Remastered,['1Mxqyy3pSjf8kZZL4QVxS0'],['Frank Sinatra'],0XCMp3IS7fWPwKo372vhjr,Concepts,False,5,0.819,0.195,189600,0.145,0.00367,9,0.317,-16.324,1,0.0323,83.694,4,0.14
265,00BIdCtEOuMay5NreStK8Y,Rider,"['31HjiqargV4NAw4GZqUale', '7bXgB6jMjp9ATFy66eO08Z']","['Ace Hood', 'Chris Brown']",2JG7yt9ua7hKWsfVLQr90j,Trials & Tribulations,True,23,0.0257,0.667,270627,0.743,0.0,6,0.108,-4.829,1,0.0549,114.95,4,0.252
266,00BJYxZVVBXEsCxMPPOGOL,Boston Rose,['1IxQVSOg5GFGdGfL7zjpau'],['The Wolfe Tones'],7FKwz0Qm6OwA86hiA1N2ec,25th Anniversary,False,13,0.465,0.567,337600,0.348,0.0,10,0.356,-12.074,1,0.0279,115.969,4,0.491
267,00BKbtcqOjSfJiPn4dSIns,Let's Get Lost,['2ON3fLFbL1rHfHEjeYNKsO'],['Amanda Marshall'],0TyKRzOsoZgXrXrcXnPvqt,Amanda Marshall,False,20,0.0741,0.601,253333,0.441,3.39e-06,1,0.317,-7.928,1,0.04,171.913,4,0.541
268,00BMHmfl0gIPjWfHOmzJtD,Never Accept Defeat - 2003,['0TPi9Ac5rG5aql2Id4ZzyZ'],['Only Attitude Counts'],2YDjqSoHPDVZ2XohV0TbAm,20 Years of Attitude,True,0,0.000425,0.345,151624,0.969,0.0,4,0.452,-4.001,0,0.245,96.16,4,0.416
269,00BOb8NfRh2PxlI9p1NdyQ,"Good Night, Good Neighbor","['5NNRRTG5uH0juQZQiUgmgr', '2DARORV7ZNyKSKDTcdqWaB']","['Dennis Morgan', 'Spike Jones Orchestra']",1h3rux4msDERYHzWj0Cua9,Thank Your Lucky Stars (O.S.T - 1943),False,0,0.984,0.242,154273,0.609,0.00576,6,0.571,-7.357,1,0.0539,96.482,3,0.376
270,00BQPEvoHFC9DLspEsgbET,Call It Heaven (feat. Esmé Patterson),['1fZpYWNWdL5Z3wrDtISFUH'],['Shakey Graves'],1Sq6MrxVCTezf62YzsbzED,And The War Came,False,40,0.822,0.658,190827,0.21,0.0,7,0.115,-7.046,1,0.0701,127.482,4,0.554
271,00BR0wEVsYLEpcn4PTZatU,Act a Fool,['4wpwsRGyik5kVa8fG37Q50'],['BigKayBeezy'],0diTDrcRK1XY8owClcNSc0,Bad Intentions,True,33,0.0102,0.64,128725,0.735,0.0,0,0.109,-6.583,0,0.553,187.791,4,0.511
272,00BRV3XXyIUji3L1Pwky8z,River - Live 2018,['6cXMpsP9x0SH4kFfMyVezF'],['Josh Groban'],3b4N8fE0sF8ctibfSYwoVW,Bridges Live: Madison Square Garden,False,18,0.729,0.525,252508,0.489,0.0,8,0.964,-5.585,1,0.0429,147.796,4,0.334
273,00BRdWZ5xfYE9aOnhEfJ9m,"Romeo and Juliet, Op. 64 (Excerpts): Act I, Scene 2, No. 9: Preparations for the Ball","['4kHtgiRnpmFIV5Tm4BIs8l', '3ilNZUdmNZ2nUcuAOIpsQl']","['Sergei Prokofiev', 'Esa-Pekka Salonen']",6MdafMWKnrfVhPIinp5kpG,"Prokofiev: Romeo and Juliet, Op. 64 (Excerpts)",False,1,0.987,0.575,100907,0.0207,0.792,11,0.137,-32.974,1,0.0333,95.894,4,0.414
274,00BSE8aKhez1gBBmTs8GEY,Koko - Short Take 1,['4Ww5mwS7BWYjoZTUIrMHfC'],['Charlie Parker'],2jgWsNu1Nq8H8ZpPgHhYw8,The Charlie Parker Story,False,5,0.931,0.596,40600,0.289,0.0757,0,0.285,-11.44,0,0.0963,75.422,1,0.947
275,00BUGLMzOnUs6W9fhUoQbX,Beliko V2,"['34nbQa7Hug9DYkRJpfKNFv', '01PvcAK6gaCKljM22XKxTS', '39sUQ6z3CTsNB4BhBecLOg']","['T3R Elemento', 'David Bernal', 'Ruben Figueroa']",46QtDfvUWf9AZqaoUQA9GU,"Summer School Mixtape, Vol. 1",True,43,0.591,0.567,222476,0.575,0.0,10,0.156,-7.507,0,0.0263,96.804,3,0.848
276,00BUGm8cJHc6LRVEu23Gmi,Sin Querer Queriendo,['4N5fp4zhTsVITZTVfsXpc2'],['Víctor Manuelle'],4BZSWWLwSlgBUQZqAvqLYL,Victor Manuelle (3 CD Box Set),False,13,0.333,0.548,328893,0.801,2.09e-05,0,0.0612,-4.742,1,0.0343,98.893,4,0.904
277,00BYitnjj9tACCkLapk5uS,Satin Sheets,['4iudEcmuPlYNdbP3e1bdn1'],['Silverchair'],10bobqzP8mtragmflBolOM,Neon Ballroom,False,25,0.000212,0.344,144333,0.844,0.00497,0,0.172,-6.656,1,0.0725,161.47,4,0.384
278,00BdYgbjEwVrLzXk310Mte,Show Me Love,['69LID1OnvaFqS0IM0yKS93'],['Tonyates'],2C2wLbB116BszBTaskrrhf,Noise Issue,True,0,0.374,0.757,250616,0.448,3.62e-06,7,0.395,-12.425,0,0.291,116.889,4,0.192
279,00BeJ2glIuaOtxkgK1SR4K,Bad Love,['77tBvvyd6SD4Y9Um1xcbxP'],['Lita Ford'],7I5eXCovwcCZojHK3Ihoa6,Dangerous Curves,False,18,0.311,0.43,259840,0.409,1.43e-05,9,0.115,-9.677,0,0.0263,88.14,4,0.0931
280,00Bk1lDmnlpeM7rp9nmFCn,Jayen To Jayen Kahan - Female Vocals,['61JrslREXq98hurYL2hYoc'],['Lata Mangeshkar'],7n8ThLbw8RoDp1c1CzeNHP,Taxi Driver (Original Motion Picture Soundtrack),False,3,0.977,0.387,187200,0.301,0.0424,0,0.395,-12.982,1,0.0496,80.465,4,0.585
281,00BltQkIAwp3MpjHBqPObJ,Let's Fall In Love - Remastered,['7v4imS0moSyGdXyLgVTIV7'],['Nat King Cole'],4BtCNXyLlIHevbEnbVJBXC,Love Songs,False,20,0.959,0.328,167533,0.154,0.00284,8,0.132,-17.153,1,0.0335,81.646,4,0.203
282,00BoNCsBi1hs4dqQM9QCpm,Bye Bye Birdie - Original Broadway Cast: Honestly Sincere,"['1HO6dUh3pea34OKnmsmjQx', '37YQ1qDdMHvls7CcBC04H6', '3c08aVgO8rZhMeBcFvjekC', '7wnqyW5kq3mFBNlZNPET4a', '32WBnVY493CP5Xktj4QYfl']","['Charles Strouse', 'Dick Gautier', 'Barbara Doherty', 'Bye Bye Birdie Ensemble', 'Elliot Lawrence']",7gJHoUHjd5NJxtyKemYQvf,Bye Bye Birdie (Original Broadway Cast Recording),False,8,0.775,0.395,203493,0.552,0.0,10,0.176,-11.534,1,0.193,92.895,3,0.808
283,00BtZl77gIwrmYzPilyUYn,If To Be,['73epBkXU6SxGuWmZmPltPD'],['Jim Shaw'],0SaZRIJHTatp2zm249wqFz,Perception,False,0,0.362,0.493,180000,0.293,0.0338,0,0.113,-13.982,1,0.0372,128.53,4,0.364
284,00Buo8orMwZGVfY02YUvpE,Something Else,['6UTUjmko5raD927Hbx960a'],['Jackie Mittoo'],2fitAiH4BCLHx4yGZSqGuO,Macka Fat,False,15,0.0543,0.699,143507,0.414,0.907,7,0.199,-13.491,1,0.116,82.714,4,0.546
285,00C0DktT4pif6k7pVghYuI,"The Warriors Arrive - From ""Pocahontas""/Score",['5sy77gt4bfsLcSQ8GIe4ZZ'],['Alan Menken'],7L6kEZVkWh7OEI71b1JHZd,Pocahontas,False,29,0.97,0.166,83200,0.145,0.956,4,0.109,-21.074,1,0.05,88.933,4,0.144
286,00C3rB2lByXNsE85Aa4At5,"Sonata for Violin and Piano in D Major, K. 29: II. Menuetto - Trio","['4NJhFmfw43RLBLjQvxDuRS', '57J4DccKLul7z7kqfRPiER']","['Wolfgang Amadeus Mozart', 'Pinchas Zukerman']",0B9iMcSHBu0Z2MBtIm7Q4L,The Mozart Sonatas for Violin and Piano,False,2,0.987,0.44,219133,0.0829,0.187,2,0.254,-21.327,1,0.0418,127.199,3,0.631
287,00C4HymYbWf8qLt0nwZfX3,La Lotta Dell'Amore - Remastered,['1yq9UuPp5DIb5w6eswGbKV'],['Adriano Celentano'],7HMDV8twmhFGUXSOkDNRTW,Azzurro (2011 Remaster),False,15,0.57,0.554,142627,0.813,0.0,10,0.172,-2.936,1,0.0378,134.06,4,0.839
288,00C76dAGU36D8WlWoDZ843,修補月亮的男人,['6V20ZKljYKQY5mHsmukTNL'],['熊寶貝樂團'],4H1TxQmaAh5YyudxeGI9wE,03:53,False,2,0.959,0.524,352693,0.295,0.0,4,0.0909,-9.886,1,0.0316,132.164,3,0.308
289,00CARYJzSTbvx4GTvp9p1P,Over And Over,['1zrBQvkTNhFFby4V5UiK2L'],['Turin Brakes'],6DadNRtyRYQ1rx9HG4WfXL,Bottled At Source - The Best Of The Source Years,False,6,0.375,0.725,190200,0.54,0.00332,11,0.0526,-7.693,0,0.0306,120.066,4,0.805
290,00CCU8YDHYNp7L0EoeUkq3,Cold - Original Mix,['5wO2PKndVEAhh9fBTSIWEr'],['Unix SL & Liebemusic'],6xQIhJcoRoEsNVzhcqwXkY,Best of Trance 2014,False,0,0.00633,0.615,394844,0.77,0.923,0,0.0819,-8.255,1,0.0542,132.013,4,0.62
291,00CCi9yHJh7NjXcNT565Ja,You Make Me Feel Brand New,['2O0Hw1WSMbskB5tD9aWah3'],['The Stylistics'],3eIZzW0fCXzec7TkcJ23Mq,Rockin' Roll Baby,False,65,0.847,0.451,288440,0.359,2.97e-05,7,0.137,-8.567,1,0.0247,76.015,4,0.178
292,00CGJqoBguFw5ov7BAYXSM,Oh Baby Doll - 1957 Single Version,['293zczrfYafIItmnmM3coR'],['Chuck Berry'],4hQtcgvaybCqBsTrfiL1jC,The Great Twenty-Eight,False,15,0.697,0.774,155893,0.756,0.000412,8,0.086,-10.816,1,0.0301,130.254,4,0.967
293,00CHGut0eydRzZRRYiwC2R,Flight From Danger,['3iQP8WwJkpsJpzUvrrqUuw'],['Jack Beaver'],07awGsT3zPi04JX4C1MhiM,Dramatic Episode,False,0,0.98,0.46,67066,0.292,0.867,9,0.112,-15.153,0,0.061,90.276,4,0.0694
294,00CIj1fkWuZoSGTMqnenGB,Cada Dia,['2bimgkRmsxRhhuWsOnd5rz'],['Tercer Cielo'],3vxZB1CdTLI4WicI7YWr2Y,Hollywood,False,48,0.656,0.753,247640,0.786,0.0,3,0.285,-4.652,0,0.332,92.066,4,0.867
295,00CNMOVHI4eob2pDMUDpW3,Enséñame Tu Amor,['53UIi1CtSze9M18oonJmbD'],['Eddie Gonzalez'],00WjDlF2kSbwXDgtzFCTRo,El Disgusto (Kik It!),False,12,0.0303,0.784,209800,0.855,0.000868,7,0.0522,-6.724,1,0.0468,103.936,4,0.812
296,00CPN1LzUfWjSC6m2Ogvd6,Lalibela,['4aEnNH9PuU1HF3TsZTru54'],['Caribou'],3gkW0gOyovtdcscDX6WZ6O,Swim,False,26,0.215,0.599,145920,0.236,0.692,1,0.163,-15.117,0,0.178,118.439,4,0.145
297,00CRZlS3DrUizspEnwyw2i,Nueva York - Instrumental,['6GI52t8N5F02MxU0g5U69P'],['Santana'],5WGelYF98lYE9NIYrFMoRm,Shango,False,19,9.85e-05,0.418,299667,0.623,0.848,7,0.061,-17.479,1,0.0378,127.211,4,0.935
298,00CSZS7lRjVa2S2fcr8VmV,I Just Wanted You To Know,['2cNV8vNe2fPFf6OfGOBbSS'],['Mark Chesnutt'],1R0dlUxnebHXM10SGah3Sg,Almost Goodbye,False,39,0.192,0.59,202307,0.613,3.33e-06,2,0.174,-10.903,1,0.025,145.342,4,0.765
299,00CXUMREit80f2McJsjcIz,"Lieder ohne Worte (Songs without Words), Book 2, Op. 30: No. 7 in E-Flat Major, Op. 30, No. 1","['6MF58APd3YV72Ln2eVg710', '4Hv8naKkLxWrfxkRMPz5bM']","['Felix Mendelssohn', 'Péter Nagy']",4oPL5qL3uEurG2nu1MsVwT,"Mendelssohn, Felix: Songs Without Words, Vol. 1",False,55,0.995,0.355,282813,0.0164,0.926,3,0.0986,-28.659,1,0.0396,67.946,4,0.0922
300,00CcJObzGJw76LjLDyEO6I,Anxiety,['3V79CTgRnsDdJSTqKitROv'],['Nobuo Uematsu'],2x9uZkJTGLxXHDm8rztQGK,FINAL FANTASY VII Original Soundtrack,False,39,0.902,0.243,242373,0.117,0.842,3,0.263,-19.072,1,0.0378,139.014,4,0.0397
301,00CgkCTaaSRsjteVGOf7k7,You're in My Heart,['1K5TlQzuCSgE7bXHXrgGpp'],['Rocksolid'],3gO8QwtARbXWdOtFcykK2P,Rock City Nights,False,8,0.463,0.619,262493,0.147,0.0,9,0.106,-19.303,1,0.0394,107.735,4,0.208
302,00Ci0EXS4fNPnkTbS6wkOh,Electric Love - Oliver Remix,['1KP6TWI40m7p3QBTU6u2xo'],['BØRNS'],2Y81I8p6wKD13rSgp9aujA,Electric Love (Oliver Remix),False,61,0.000965,0.53,253880,0.77,0.0115,9,0.265,-5.882,1,0.0824,184.537,3,0.107
303,00CjhuNG4o6XN048YKAoah,Sacame el Alma,['5r3RmHZHtOGzonkZFSYSZ6'],['Robin Cariño'],1PDrazz4j61sPtYJ1VxxLT,Sacame el Alma,False,27,0.6,0.648,303878,0.532,0.000323,7,0.0853,-11.453,1,0.0616,169.351,4,0.963
304,00CmjeeHvAVKvx3tcIiZTy,Two Lovers,['1cjZk1xXn3YCToNg3uJpA7'],['Mary Wells'],4dfP6ztb54XjPNDMOQ1MSL,Two Lovers,False,51,0.426,0.678,166733,0.405,0.0,2,0.109,-16.965,1,0.0304,105.902,4,0.96
305,00CqEmnPLFKDhAb3cuu6Cs,Halo,['26T3LtbuGT1Fu9m0eRq5X3'],['Cage The Elephant'],4EK8gtQfdVsmDTji7gBFlz,Melophobia,False,50,0.04,0.575,177960,0.985,0.0,2,0.161,-1.038,0,0.0743,116.006,4,0.477
306,00Cr4HOwAA3mTfW5BpRZYU,Depeche,['2wf5qO4GvvfoAp2aw9slrT'],['Stefano Di Carlo'],3LDZXrmfFygNhPzanc3G5J,I Love Trance (Best Music Top Songs 2013 New Greatest Hits),False,3,0.00255,0.613,414145,0.786,0.811,10,0.109,-12.188,0,0.0333,141.98,4,0.307
307,00Ct7FQXIcBAjEDyLm2DsW,Earth and Elsewhere,['3pJuDuFyP5uxCHDpXPczf4'],['Pinkshinyultrablast'],2zwuh8EXTTTe58HWfmba61,MISERABLE MIRACLES,False,0,0.961,0.173,246187,0.123,0.975,7,0.0953,-20.326,0,0.0327,94.132,3,0.0327
308,00CtR42p0MqXmjD2KqS4av,Ramona - Remasterizado,['5LiOoJbxVSAMkBS2fUm3X2'],['Ignacio Corsini'],4E11CGTVgawzuZsncdYg7a,"Colección Completa, Vol. 20 (Remasterizado)",False,0,0.978,0.577,146880,0.269,0.000136,5,0.148,-16.844,1,0.162,131.096,3,0.613
309,00CvYz8UUJtxEMmfMZMaR9,I'm Coming On - 2017 Remaster,['7nkLRaWHImCvWGHdNGnhVE'],['Ten Years After'],0hag8qOaGWsPM7e9vidMFe,Watt (2017 Remaster),False,20,0.0554,0.355,229411,0.775,0.000163,7,0.223,-8.485,1,0.0403,103.656,4,0.804
310,00CxumCW8cLnWqa0wE2TXO,I'd Rather Ride Around With You,['02rd0anEWfMtF7iMku9uor'],['Reba McEntire'],7KvEmjwuVd05JBo9pPbwKY,What If It's You,False,36,0.0497,0.641,208240,0.799,0.0,0,0.0666,-4.062,1,0.0247,134.514,4,0.82
311,00CzULkOn4eTAHccWzDf0B,Часть 70.2 & Часть 71.1 - Прощай оружие,['5bmAzdzGU5TeuJ4Jdrk1ao'],['Эрнест Хемингуэй'],6c0htKXtGBT2rHdYfdiEAO,Прощай оружие,True,0,0.404,0.693,284853,0.177,0.0,7,0.446,-20.185,1,0.868,100.997,4,0.78
312,00Czqv8ip5FjK6lfXIwZiO,Harry Braff - Early Alternate Version,['1LZEQNv7sE11VDY3SdxQeN'],['Bee Gees'],1gdufKFjd3BrmWh824oNk6,Bee Gees 1st (Deluxe Version),False,9,0.512,0.462,188173,0.483,0.0,7,0.161,-8.029,1,0.0302,131.211,4,0.48
313,00D4wEfSDk4LXOVD45O8Vf,Sing My Way Home,['6dTCMsjfH2odCFlNb36SCG'],['Delaney & Bonnie'],2TjdFBIZbjq8mMOpZme6Mg,Motel Shot,False,15,0.427,0.617,242347,0.495,0.0107,8,0.214,-13.159,1,0.0375,93.383,4,0.605
314,00D92QwGvAcnKw16nO0lWz,Yo No Puedo,['2y5BDiTXFsZuY5QTLXCtDn'],['SUMAYA ANDINA'],0MrhsFGRUtbk63S7DplfCy,Corazoncito,False,4,0.364,0.762,247943,0.613,0.0,4,0.101,-7.755,0,0.0649,137.964,3,0.959
315,00D9EDNfqDqq8F3RsJRgje,You're No Stranger,"['3miNucraVWk4hdVsIxn7id', '3ICyfoySNDZqtBVmaBT84I']","['Eric Burdon', 'War']",3pk9jPRbqSTAvGWRtkVbcq,Eric Burdon Declares War,False,18,0.877,0.439,184240,0.119,0.159,5,0.0681,-21.087,1,0.0541,97.871,4,0.198
316,00D9QmFumhg2J7xjic5E7o,The Yellow Princess,['4js8BDiQwnHLlDmT1shPH7'],['John Fahey'],3ocG00JU14lcxPPIQQZbyN,The Yellow Princess,False,24,0.122,0.269,293147,0.351,0.872,11,0.082,-18.824,0,0.0403,109.002,4,0.51
317,00DDVj3BO8vYcxgQnp0rvL,Deathwish,['2bnpJ3162H9AjVDukIheOn'],['Vice Squad'],1eN0PXAzbqlmpbxKqnBOg7,Stand Strong Stand Proud,False,6,0.000949,0.302,235893,0.741,0.282,9,0.12,-9.29,1,0.0494,103.103,4,0.59
318,00DDfqZdJVbwvrcYDcvDYS,Nobody Knows You When You're Down And Out,['1RsmXc1ZqW3WBs9iwxiSwk'],['Sidney Bechet'],2B0XxmVHkk92cbblc6ZRTh,Runnin' Wild,False,11,0.918,0.524,186640,0.245,0.939,2,0.134,-13.448,0,0.0442,83.91,4,0.743
319,00DINeYyzAVHJxDtbIMrn0,The Least That You Can Do,['4zIBkSJcqRp4ADuFI94WvO'],['Darryl Worley'],0prhHOpBsrLRtf1fvv5dEg,Have You Forgotten?,False,13,0.0741,0.588,242600,0.574,0.0,3,0.0928,-7.943,1,0.0279,141.991,4,0.599
320,00DKPx7Ycob6sFIZvJmhuY,Keno Kande Paran,['2FGQVjpBWxxZxm4YR0IF0E'],['K Mullick'],4Pkn9tb2oppMAQNFClOC3O,Bhuli Kemone Aajo,False,0,0.989,0.367,220520,0.273,0.837,5,0.252,-16.472,1,0.111,72.586,4,0.725
321,00DOesiv3SBu5kRHT9gzHf,April Fool's Day,['2kfFvaclobAe56G43yOAbS'],['S. J. Tucker'],2DsCVzaFJ8N5VXZwkOsk5e,Blessings,False,19,0.877,0.755,214760,0.189,1.74e-06,1,0.077,-12.528,1,0.0409,104.924,4,0.67
322,00DQJSslUA69mWYMjHwYFh,Rock Me Mama,['0OwaxYpG77PWKSLtj1QzG8'],['The Chambers Brothers'],43d24W4xf0thw054t8RQzY,A New Time - A New Day,False,4,0.155,0.293,368160,0.38,0.00255,9,0.189,-14.211,1,0.0422,171.268,3,0.429
323,00DQqllkcE2r4NhABftq4N,"24 Preludes, Op. 28: Prelude No. 3 in G","['7y97mc3bZRFXzT2szRM4L4', '5N1GUHhFMRFFgMTjSOJDb9']","['Frédéric Chopin', 'Arthur Rubinstein']",2tpSBMmHvcKxJfPYWujxgE,Arthur Rubinstein Plays Chopin - Original Album Classics,False,0,0.994,0.331,53560,0.08,0.895,7,0.117,-21.025,1,0.0427,76.185,4,0.216
324,00DTW9LsrrIRazfgDmQgY9,Volveras - MTV Unplugged Version,['7slfeZO9LsJbWgpkIoXBUJ'],['Ricky Martin'],7qhZvYXFgsaSzuukZw9WCM,Ricky Martin MTV Unplugged,False,41,0.318,0.442,305040,0.695,1.82e-05,11,0.696,-6.301,1,0.0324,138.939,4,0.242
325,00DXbhTW3rA7yAPdbX9ppF,I Got Em,"['3eduKBD2bZqtQiOxn8CB29', '0Y1fWbJgcZk0R2SbZbxo4R']","['Marley G', 'TEC']",4ZeJqNq3VtMICGEFTrjt7N,Marley II Society,True,33,0.0703,0.836,188682,0.625,0.0,7,0.353,-7.856,1,0.54,83.071,4,0.931
326,00DaWqHBYxxS3U0vVNw8rM,緑の町に舞い降りて,['1LQQtqc1vQ1neUgZrjYlEU'],['Yumi Matsutoya'],4vw5asIQkxqk9ctov9R55e,悲しいほどお天気,False,31,0.24,0.498,281387,0.598,0.00238,4,0.158,-10.484,1,0.0254,145.943,4,0.541
327,00Dd3NjL0a6QAn0eZAOY0v,Down Home (Rehearsal Verison) - Bonus Track,"['1YTe4dNIoWX3iHX8H4xVeM', '3QDaXfnxfQqqJQK5lSdjLN']","['Jerry Garcia Band', 'Jerry Garcia']",4yMdFHGZTkXQsU4M55VjeZ,Cats Under the Stars (Expanded),False,16,0.928,0.156,109733,0.0576,0.922,5,0.111,-26.132,1,0.038,77.097,1,0.144
328,00De7REGurYkmfrKAh6CU1,Dracula- The Beginning,['6McH9ZlRL24gW6Bt4fpqad'],['Wojciech Kilar'],4WDRuinnAhb1taYx3RNAxr,Bram Stoker's Dracula: Original Motion Picture Soundtrack,False,36,0.51,0.218,400867,0.104,0.692,11,0.0688,-22.809,0,0.047,114.592,3,0.0329
329,00Dhpkd1RwDHceWDPsPGYg,Some Time Ago,['6hCsqVHnBo1BVQWuIjRMkL'],"[""Sergio Mendes & Brasil '66""]",2DVJYomHsQ6AVzRWSy4HuS,Ye-Me-Le,False,7,0.358,0.715,143160,0.207,0.00258,2,0.0895,-22.261,1,0.0357,115.765,3,0.753
330,00DiMUseXsW3L8eR8G8xOa,Rain - Demo,['0yDmbRjVTQsQd3OnMs5s3I'],['Gregg Allman'],51kF3pqbherdGJhcwKdmjC,Dreams,False,19,0.646,0.383,183733,0.178,7.56e-06,0,0.677,-15.71,1,0.0294,70.905,4,0.188
331,00DsRK2QL8lzlUyLuZHajI,Happy Little Sunbeam - Alternate Take,"['3UcvB0rDa44LfjsOO5Btfc', '6NVwMiEWAjCHnKWPx9h8WO']","['Chet Baker Quartet', 'Russ Freeman']",2ne69wnZ79HpZDBS8Zc1XJ,Pretty/Groovy (Expanded Edition),False,10,0.907,0.717,165907,0.421,0.966,0,0.0302,-10.249,1,0.0462,122.686,4,0.743
332,00DuJs5vrHGUKTAqO1IRN9,Mi Papa,['7pn6a27dluoURxDkdvxqqJ'],['Antony Santos'],0bTW9PtINQraQ6p2yO7bqb,El Mayimbe ... Y Nada Mas,False,31,0.124,0.657,393160,0.364,0.00116,5,0.0723,-13.666,1,0.219,149.911,4,0.963
333,00DuoXydhv5f9VoDkjsoc2,祢,['3df3XLKuqTQ6iOSmi0K3Wp'],['Faye Wong'],2RwMTosAa4E9IXLEgThlO9,唱遊,False,23,0.522,0.61,265267,0.333,0.0,2,0.168,-11.426,1,0.03,120.963,4,0.158
334,00DxXrEWqKTX0gqwEc8NPr,Walking On Sunshine,['2TzHIUhVpeeDxyJPpQfnV3'],['Katrina & The Waves'],6jWQTpGK7bsk2ZLgV4mIQ0,New Year 2020,False,0,0.00115,0.592,236627,0.943,0.316,10,0.0735,-7.358,0,0.0389,109.791,4,0.91
335,00E3lPQQT9cL575wpUKAcI,Soul Walk - Remastered,['0O7NCxpI0C3RLwvbWBNWhO'],['Baby Face Willette'],4zRa00V4pk2EfX25ivof8m,Stop And Listen (Remastered),False,4,0.975,0.704,323840,0.202,0.858,7,0.0948,-16.865,1,0.0992,110.031,4,0.392
