,Unnamed: 0,track_id,track_name,artist_id,artist_name,release_id,release_name,explicit,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
484,484,00KJ7Q8fOoH2Mq3cpGRJl3,"Piano Concerto No. 16 in D Major, K. 451: III. Allegro di molto","['4NJhFmfw43RLBLjQvxDuRS', '5Kb0Qf13EyYtVJvzCdI9M7', '2wAqLhZR0Lmf8YMaYPwciL', '1AOjXKYK3ItvGB70rvbYKz']","['Wolfgang Amadeus Mozart', 'Jenő Jandó', 'Concentus Hungaricus', 'Matyas Antal']",3qCbcITNnLDHEqZAUiJuaG,"Mozart: Piano Concertos Nos. 16 and 25 / Rondo, K. 386",False,3,0.97,0.37,395533,0.15,0.798,2,0.149,-22.548,1,0.0329,141.524,4,0.439
485,485,00KR9M7WU5cZw3XgMQdTJT,Fiesta En La Sierra - Con Banda Sinaloense,['014WIDx7H4BRCHB1faiisK'],['Los Tucanes De Tijuana'],1L6ZKKNxkl6WVIVaT4eyk9,Fiesta En La Sierra,False,35,0.272,0.516,240707,0.691,0.0,2,0.0781,-5.284,1,0.0932,196.237,3,0.929
486,486,00KTxrfddTDhsN6Y9tESf3,El Cabo De Michoacan,['438inxhXA6h5CIpc9iVS3M'],['La Tropa Chicana'],7LnSaW5YhijrsOFjvG0O7t,15 Grandes Exitos,False,12,0.239,0.281,195733,0.449,0.0,8,0.248,-16.431,1,0.298,199.569,3,0.777
487,487,00KUIrLpr2cpINi4KGjRF6,Warm Summer Nights,['53QzNeFpzAaXYnrDBbDrIp'],['The Isley Brothers'],0UnGCxrpGCUQOqsQ4h6BP9,Eternal,False,25,0.0123,0.6,294893,0.54,2.13e-05,7,0.0886,-6.734,1,0.0313,135.378,4,0.335
488,488,00KYpxk5cJf4BgqDIoPyAC,Solo - Alone,['1Tx3YSK3DFC4cYHXqOUb2u'],['Raul Di Blasio'],48A9pXe7Ru29bibYuWidFM,La Historia Del Piano De América,False,26,0.81,0.579,292453,0.339,0.564,7,0.129,-13.58,0,0.029,114.049,4,0.135
489,489,00KZyioIJ7CXuibAMs2MSO,Flow My Tears - 2009 Remastered Version,"['7wuvwZnggVOPEL58YqKJjP', '64uOn1yuhJvMeRvLSrtaFZ', '0cFsyccnr8uZOmvSQv1m4C']","['Downland', 'Aksel Schiøtz', 'Jytte Gorki Schmidt']",12QFIGKaegXpGopYBQL1gz,The Record of Singing 1899-1952,False,0,0.984,0.391,191173,0.153,0.0424,2,0.105,-16.096,0,0.0418,65.631,4,0.281
490,490,00KbBN7paqCuvETZSZ38EA,Marigoula Madalena,"['2MOeRxQqwrvur6it4B3G3R', '1rvl9WCJIfuP66OirycsRk']","['Markos Vamvakaris', 'Apostolos Chatzichristos']",3tIRCnIl9UCoiS3H0lj8NM,"Spyros Peristeris All Recordings, Vol. 2 Rebetika Kantades",False,0,0.947,0.729,204565,0.324,0.000693,9,0.0938,-7.475,1,0.068,123.593,4,0.762
491,491,00KdHLjCWuE7z8jxtOBpCN,American Pie,['1b5kd4esL2zG9nhXz65b8K'],['The Brady Bunch'],3wpGwE0qqAdA1XjppOhyRM,Meet The Brady Bunch,False,7,0.125,0.636,220267,0.699,1.28e-06,1,0.0977,-9.887,0,0.0392,141.297,4,0.687
492,492,00KdiKCMU0Ew9lgTfip0Bs,Zodiac Killer,['4wpwsRGyik5kVa8fG37Q50'],['BigKayBeezy'],0diTDrcRK1XY8owClcNSc0,Bad Intentions,True,28,0.0191,0.736,184021,0.752,0.0,5,0.0388,-7.517,1,0.29,83.009,4,0.302
493,493,00KetU8SRfgX4u3rOPj0TW,A Song About Hope - 2019 remaster,['4znPt0HV6Ik0iR8sR4GAJE'],['Ulrich Schnauss'],1AmjTX1E4uOeXpmA6qaILk,Goodbye,False,20,0.176,0.164,354533,0.628,0.928,7,0.0933,-10.581,0,0.0372,107.925,4,0.048
494,494,00KfIFi2TpAaQGPbRbFbKJ,IN MY REMAINS,['6XyY86QOPPrYVGvF9ch6wz'],['Linkin Park'],4XHIjbhjRmqWlosjj5rqSI,LIVING THINGS,False,63,0.00401,0.553,200693,0.907,0.0,9,0.266,-5.623,0,0.0484,100.967,4,0.451
495,495,00KgR202453Ta4dpDWE8V5,Nuevamente Solo,['6qSkZrS7Xdje9DVRXlNmpE'],['Buddy Richard'],3RbQkqFqXU8rMlVBxYgEio,"20 Canciones de Antología, Vol. 2",False,7,0.162,0.722,229506,0.509,9.42e-05,11,0.333,-7.566,0,0.0342,94.89,4,0.754
496,496,00KicSfRtOinsOo0VWsIZy,Achilles Heel,['6xeFne1rkxMhKSW3ipvkdV'],['Toploader'],4uTSmNGMP2FrM5D3NMeI6P,Onka's Big Moka,False,11,0.0104,0.451,257773,0.723,0.00929,5,0.101,-6.414,0,0.0389,88.092,4,0.181
497,497,00Kih9a1Wff2K1aILudPXF,It's God's Blessings for 20 Years (Wedding Anniversary Song 2011),['4tENMZj4IAHzy13Iw9w7Ph'],['Dahlene Browne Paasewe'],4eDz3nywYgekpxgFNHzh18,Eternal Praise Is His,False,0,0.0077,0.689,372000,0.622,0.01,8,0.127,-12.49,1,0.033,99.976,4,0.627
498,498,00KjOnN3U40e3lXFUOue7h,10AM/Save The World (feat. Gucci Mane),"['0iEtIxbK0KxaSlF7G42ZOp', '13y7CgLHjMVRMDqxdx0Xdo']","['Metro Boomin', 'Gucci Mane']",3IO8IPjwXuzPJnoaqkwYrj,NOT ALL HEROES WEAR CAPES (Deluxe),True,58,0.257,0.719,226320,0.501,0.0,8,0.189,-8.84,0,0.239,136.025,4,0.419
499,499,00KkdUnIyICUpYPim7FsJX,Nenagljadnyy moy,['0XKmwWopgZOC96M1nBgd7y'],['Maya Kristalinskaya'],7aOnRyOeFxGPRJqLvAlEkM,Velikie ispolniteli Rossii XX veka: Mayja Kristalinskaja,False,3,0.976,0.363,150122,0.203,2.54e-05,9,0.114,-12.247,0,0.0442,140.722,4,0.468
500,500,00KmOF83bIAhl0XSskhJ6j,亞細亞的孤兒,['7tuWI2luTp61HHGmviWid8'],['羅大佑'],7cpRFrjUSuQ2UGBoUHSZsw,未來的主人翁,False,29,0.178,0.459,350506,0.278,0.0,5,0.145,-14.508,1,0.027,85.297,3,0.212
501,501,00Kncvkp2eEzwzOyFZN0FX,Black Diamond,['0ZqhrTXYPA9DZR527ZnFdO'],['Wayne Shorter'],4KEADExc0hfm1XgfJbznQv,Introducing Wayne Shorter,False,9,0.124,0.577,464800,0.53,0.667,8,0.136,-11.83,1,0.059,126.643,4,0.66
502,502,00KrZMPNP1Pez9nl52bWUr,Masalcı,['3JXW4eGygPpKALyTz9RUEz'],['Esra Kayıkçı'],7qHgRDMBkvls4Bitw6uiiv,Bozgun Hatıra,False,0,0.823,0.546,403733,0.344,1.52e-05,7,0.105,-11.8,0,0.0365,132.033,4,0.186
503,503,00Ku0WweTsPsb5Ifz1hMsX,Any Time You Want Love - 2019 - Remaster,['2HBbky0Z08ZcCKVsXWbNE4'],['The Dave Clark Five'],02pjVcQKk8Y9Stf33hLyjr,American Tour (2019 - Remaster),False,15,0.462,0.461,132920,0.497,0.0,0,0.427,-8.803,1,0.0349,99.404,4,0.643
504,504,00KxbE9Q6B0h3svWl7Gtl8,Bulgaria,"['3Bm6MhzPUczH3Pej2FNqGi', '1QDou4hCker2eGblLzIq80', '1j4llYRtsnwcHIM0SrDstl']","['Peter Erskine', 'Alan Pasqua', 'Darek Oleszkiewicz']",7qIx5OUNdSBpc7PZY0Klux,The Interlochen Concert,False,4,0.333,0.487,592973,0.216,0.822,1,0.677,-23.478,1,0.0531,124.628,4,0.245
505,505,00L0t19oR82gMUWwmIR4UN,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai","['2wOqMjp9TyABvtHdOSOTUS', '0rmB1nZVDjwoCN3kQVS7UZ']","['Ludwig van Beethoven', 'Rudolf Serkin']",3CMS8cXZlzIMA3Dk1N9YJT,"Beethoven: Piano Sonatas Nos. 14, 8, & 23",False,4,0.983,0.262,556640,0.141,0.91,1,0.0657,-23.771,1,0.0402,106.259,4,0.0434
506,506,00L2rNt6gkfVEwc2kGRnGJ,Inspiration,['0WvBaBwebA8SOLSXUVh4ge'],['Section 25'],2dswbx8y071mvykFQui3WI,From The Hip,False,19,0.0229,0.562,495787,0.516,0.634,5,0.0954,-18.335,1,0.0443,101.772,4,0.552
507,507,00L5pv8MF0VL6xAT6FbtUX,Svet Je Premajhen,['6FDRTcPC607ZVXmwfldkSc'],['Jan Plestenjak'],6h0C8Sw3EVbnaj7teFBAHV,Soba 102,False,6,0.111,0.63,272867,0.713,2.39e-05,7,0.125,-7.726,1,0.0252,103.981,4,0.265
508,508,00L6vjZ149YoabB4NOtPfG,Vechche Poye,['0ul8Mnq39AyqXHRZRHVvI0'],['Krishnaveni'],34EgYfgA0SpxhIQtNjlziJ,Yogi Vemana (Original Motion Picture Soundtrack),False,0,0.994,0.738,24837,0.416,0.0,2,0.552,-10.14,0,0.334,92.525,4,0.683
509,509,00LGTmlg7LVj4easDQSirU,Evolution - Helios Is Dead Remix - 2018 Remaster,['5zdUMtLYd4HenFTlV8hOsi'],['Carnage & Cluster'],0LYXMJzWXF4WPLXqLzsexj,20 Years: Compilation 1,False,0,0.0055,0.496,248384,0.976,0.809,5,0.446,-5.218,0,0.365,145.009,4,0.0548
510,510,00LJjRe6Lq0g0JPdLwEqbn,Down to Darby,['77OdfWXrYy6DcYPzmUOr6a'],['The New Christy Minstrels'],3v3N2m4LhSphBtQcqlxsLG,"Tell Tall Tales! Legends, And Nonsense",False,6,0.582,0.558,102667,0.488,0.0,2,0.0864,-13.2,1,0.068,71.645,4,0.964
511,511,00LJksrmM6GV9AjEgW9BBM,"Dolly Suite, Op. 56: II. Mi-a-ou. Allegro vivo","['2gClsBep1tt1rv1CN210SO', '60UJYXbYq8oGjl7FDqP0mW', '5NfGdfTxSNHjKdwjNKwh5c']","['Gabriel Fauré', 'Robert Casadesus', 'Gaby Casadesus']",32kkHw8GnItrzLQ1qwupbJ,Erik Satie & Friends,False,9,0.994,0.565,103040,0.142,0.826,2,0.121,-16.442,0,0.0515,139.993,4,0.441
512,512,00LOX4rDQMAwK7XT14c1hz,Third World Man,['6qfKnsgz1CwyqA7lTdieRJ'],['Third World'],3YoEPzjAMfRO18CVXs2evN,96 Degrees In The Shade,False,26,0.0121,0.863,210640,0.334,0.129,0,0.0364,-14.866,1,0.308,120.845,4,0.601
513,513,00LQ1LG1WCfyYEgyg17ZeK,Pee Bin Soona Ji,"['61JrslREXq98hurYL2hYoc', '4kcoiVXIxvUoLUoHY1vJYU']","['Lata Mangeshkar', 'Manna Dey']",3jfv91gQPUmHhhvdh7Vk35,Hamdard (Original Motion Picture Soundtrack),False,0,0.982,0.371,212733,0.284,0.0762,1,0.178,-15.414,1,0.0404,107.91,4,0.441
514,514,00LQrrlaoPrNwOXBvu1W8W,Coming Home,['27T030eWyCQRmDyuvr1kxY'],['Scorpions'],71cfSO0iO1fjgQLEb3Wc6C,Love At First Sting,False,37,0.00117,0.284,299467,0.829,0.0115,9,0.077,-13.27,1,0.0738,110.495,4,0.0618
515,515,00LSN4p58dGFzgK5TIwKOv,Hallet Ya Rabea,['6EOZim46RHGGWpKqsD6OOG'],['Mohammed Abdel Wahab'],2yPvwAEw0qkp0NF0HqRxRp,Aghany Film Mamoo El Hob Pt. 1,False,1,0.974,0.351,401542,0.192,0.00466,2,0.414,-14.949,1,0.0969,83.388,3,0.526
516,516,00LSjdSsvOOUPqA5B84QiP,Downtown Suzie,['22bE4uQ6baNwSHPVcDxLCe'],['The Rolling Stones'],1HbacLvfLrsup4yOWDKogO,Metamorphosis,False,19,0.359,0.512,232067,0.575,0.0,2,0.174,-8.118,1,0.0394,117.475,4,0.458
517,517,00LWQa9FLTqw0cpoE4Dag9,Any Way You Want It,['07XSN3sPlIlB2L2XNcTwJw'],['KISS'],5C8cqHbHuPV2VtaQZRpKlz,Alive! 1975-2000,False,7,0.294,0.423,154640,0.968,0.0,8,0.165,-3.353,1,0.107,143.52,4,0.226
518,518,00LX6wdVlDvmU78Oh6KGmi,I Want Out,['43mhFhQ4JAknA7Ik1bOZuV'],['Pat Benatar'],6WGt0GrbPx1NWlobn7j6zY,Get Nervous,False,26,0.00606,0.669,223133,0.561,0.016,0,0.135,-14.115,0,0.0284,133.522,4,0.757
519,519,00Latj52duBSZiHgYZ9KC7,I Am Love,['2iE18Oxc8YSumAU232n4rW'],['The Jackson 5'],2DKJWh4uNozTDpuaSKb1oK,Gold,False,4,0.0314,0.439,447827,0.877,0.011,7,0.126,-8.304,0,0.104,118.326,4,0.291
520,520,00Le8g4tIqcKvBILi3nFyc,Full Of S**t (feat. Nayer & Bass III Euro),"['0TnOYISbd1XYRBk9myaseg', '1ruutHJcECI7cos2n5TqpO', '52u48ysnf2dczbGgOteSg4']","['Pitbull', 'Nayer', 'Bass III Euro']",4RaAjieYFIZRF8uh6GY43r,Pitbull Starring In Rebelution,False,12,0.0489,0.936,234267,0.769,6.88e-05,7,0.127,-5.668,1,0.122,124.997,4,0.813
521,521,00LgqrVRErqKWQzqwvvl5Q,Marsch des York'schen Korps (Marsch der Brigade 25),"['3eX7SrGHb2QjSN43tZ1NYr', '2wcuq9MmlTg4MyFIUIJTje']","['Heeresmusikkorps 9', 'Chor der 1. Luftlandedivision']",337zdrQFHaY4Pncv88Wjl2,Rot scheint die Sonne,False,9,0.471,0.633,78145,0.806,0.595,10,0.279,-7.264,1,0.0352,106.685,4,0.934
522,522,00LhJZvhYxYXAkqiNuwZAq,Circumspect,['3UqRgrDIQ208yNGiWKRMNt'],['Napalm Death'],7ElBlDZjXzoeYOSbYL9Gpn,Utilitarian,False,23,1.09e-05,0.323,129385,0.892,0.788,5,0.67,-7.056,1,0.0614,133.986,4,0.0845
523,523,00LpqPZSfnDVoiaLBrieJb,Niño Mimado,['2KEDbpUlz9nwtGywHT4gyf'],['Los Secretos'],1XVL4fl2DMeU1JOPVH6K17,Los Secretos,False,15,0.00185,0.493,125000,0.868,5.69e-05,7,0.126,-10.656,1,0.0349,96.174,4,0.727
524,524,00LqCA5fcpiAJ0U7fNoJVu,Oh Death,['2NwYS5UK1AbaTljDWp4uh0'],['Dock Boggs'],4pfG1AYg6gQ78kuJ71g6eP,Dock Boggs: Legendary Singer and Banjo Player,False,26,0.976,0.548,202547,0.203,0.0,6,0.424,-12.763,1,0.0339,92.521,4,0.546
525,525,00LrCrCQuJNrMsELnh9d1u,Troubled Times,['2dU9NlAClSjQtKoVgUQwdz'],['Leftover Salmon'],1eTrENaoBe62McAimT927N,The Nashville Sessions,False,40,0.309,0.628,552800,0.612,0.000436,7,0.0801,-9.233,1,0.0322,142.047,4,0.749
526,526,00LsEOcaYrZ3yxM9mOzavR,Mexican Girl,['5rIqOJspxDq89aBBCUda1X'],['Smokie'],7464gRzPYTyKQONjnZVCH7,The Montreux Album (New Extended Version),False,47,0.0461,0.696,237987,0.494,1.85e-06,5,0.164,-9.107,1,0.028,112.69,4,0.522
527,527,00LsRyfK1X3fdWIuYGy1Wj,Boht,['7F3Cjk0SeVN410JfnpVzGu'],['Sattar'],0MTNx82Z7rAOvwn5Fzzs4K,Hamsafar - Persian Music,False,10,0.88,0.423,217667,0.28,0.000235,0,0.135,-11.597,0,0.0358,120.703,4,0.509
528,528,00Lx2f8NRiFKMGWa0GBGEt,And There Will Your Heart Be Also,['3m8KqUjgKDwmJ9L9uBHMMs'],['Fields Of The Nephilim'],5hFGua73w06tkEYkvA03kB,Elizium,False,34,0.144,0.362,457040,0.453,0.827,11,0.117,-17.744,0,0.0398,118.853,4,0.257
529,529,00Lx3pKJ2vQpUw1ExiZcYJ,Anumani - The Dream,['6vsKTFhKiMVxVWtkjaggFm'],['Jk Lloyd'],7MRycR3y6ECnfZ6c8CDtva,Tracks (2007-2017) [10 Years of Mixes and Remixes],False,3,0.00806,0.766,460800,0.436,0.869,6,0.125,-8.803,0,0.0398,124.995,4,0.253
530,530,00LxXo9Zy1DRXRhAAMNwDM,Africa (Primal Love),['3jtTd1E9mBxYYU987s32Fm'],['Aldo Nova'],0NvCimeUKs41jwQEqXmHQW,Subject...Aldo Nova,False,11,2e-05,0.713,39733,0.646,0.9,7,0.129,-16.102,1,0.0349,112.021,4,0.977
531,531,00M2thTB3wIjcJ0hnXkmdi,Vaya Con Dios - 2002 Remaster,"['2nvKpWcP8etYTq4JrRiUiy', '03hfAxVdAWj7kxDnSG0fLD']","['Cliff Richard', 'The Shadows']",4BB0EYTTtFj4TcWyO2IwZf,When In Spain.../Kinda Latin,False,7,0.716,0.483,178440,0.192,3.22e-06,0,0.116,-13.992,1,0.0285,85.1,3,0.334
532,532,00M8lp8fIv1IXaiKw3GP3Q,Don't Tell It,['7GaxyUddsPok8BuhxN6OUW'],['James Brown'],24x5in3kkpJuToSC5ZqzXc,Bodyheat,False,15,0.0385,0.828,239107,0.726,0.00021,10,0.343,-7.245,0,0.0736,100.622,4,0.684
533,533,00MAeOlplKSab33lINpZds,The Lost Children,['3fMbdgg4jU18AjLCKBhRSm'],['Michael Jackson'],52E4RP7XDzalpIrOgSTgiQ,Invincible,False,41,0.615,0.342,238960,0.346,3.68e-05,11,0.0847,-6.913,1,0.0305,83.955,3,0.273
534,534,00MHqMufQRIyKrDDqR2s7f,Jedino nam ljubav ostaje,['6dB9H8NndEeeBeRdQBqkeb'],['Vlado Georgiev'],5DcFrjtVT19bE4IOZGqh3x,Zena bez imena,False,14,0.0944,0.735,252400,0.438,0.00427,10,0.22,-11.023,1,0.0258,101.99,4,0.652
535,535,00MIx403NPOEAJK8Hc4c2e,"Suite española, Op.47: Cádiz (Canción) (Op. 181)","['4sbcjbyksdT4dJ5Lh0SvZp', '5Pj7u76MK9VDyzDiAyYPSL', '4Xo09YXm0lIRA80IVUTe09']","['Isaac Albéniz', 'Katia Labèque', 'Marielle Labèque']",7kpU3pdejLKSjMDaNgJsJv,Piano Fantasy: Music For Two Pianos,False,1,0.994,0.349,189000,0.0351,0.909,1,0.0947,-28.375,1,0.0395,133.721,3,0.201
536,536,00MNfJzkebfgoHbYP8y2op,Animals,['30GdNARYo2yz3oboqL1aJ5'],['Ben Billson'],6pHp9gidm1NZFTl2gwBiZy,Sport Music Fitness Trainer 2017,False,0,0.0235,0.664,258605,0.831,0.94,6,0.179,-4.457,0,0.0838,129.051,4,0.389
537,537,00MNhrQe3TpJ0I2mpVzrNB,This Is My Story,"['3L0LOVKtMqlabgaAhJJPmw', '7GaxyUddsPok8BuhxN6OUW']","['The Jewels', 'James Brown']",2GVs0t7IS4s3A51PA9TykH,James Brown's Original Funky Divas,False,7,0.333,0.353,147427,0.28,5.05e-06,1,0.121,-13.178,1,0.0265,57.876,4,0.648
538,538,00MPROkvFnlVWfj4HvdIwY,Ciel Ouvert,['3wt7n0m8eujx0jiqSoIyB0'],['The 5th Galaxy Orchestra'],0DkhtAGqaZ7gXKb2daUJO0,Music Through the Years,False,0,0.189,0.512,324787,0.863,0.691,0,0.108,-9.285,1,0.0449,126.955,4,0.186
539,539,00MRrr06QUCKrmnUg9D28A,The Problem vs. The Hustla,['3WilJWdCNLSU7fpYjiKb7v'],['Cassidy'],0bHhBV1joQxtUYcN5LPdq8,I'm A Hustla,True,27,0.313,0.438,251160,0.852,0.0,2,0.376,-4.86,1,0.379,88.16,4,0.463
540,540,00MTFrIN7iVmuXSrk7uZHo,Часть 81.4 & Часть 82.1 - Прощай оружие,['5bmAzdzGU5TeuJ4Jdrk1ao'],['Эрнест Хемингуэй'],6c0htKXtGBT2rHdYfdiEAO,Прощай оружие,True,0,0.313,0.722,97140,0.226,0.0,7,0.437,-19.923,1,0.914,115.741,4,0.624
541,541,00MYbj8WKfcv3Bz6qFhJKn,Papercut,['6XyY86QOPPrYVGvF9ch6wz'],['Linkin Park'],2pKw6GERJVAD61449B1EEM,Hybrid Theory,False,46,0.00022,0.524,184867,0.939,0.0,9,0.623,-3.994,1,0.113,150.184,4,0.661
542,542,00Mb3DuaIH1kjrwOku9CGU,Sk8er Boi,['0p4nmQO2msCgU4IF37Wi3j'],['Avril Lavigne'],3zXjR3y2dUWklKmmp6lEhy,Let Go,False,78,6.79e-05,0.487,204000,0.9,0.0,0,0.358,-4.417,1,0.0482,149.937,4,0.484
543,543,00Md5izO4UQme3QtSiiZ80,LOVE,['5ZS223C6JyBfXasXxrRqOk'],['Jhené Aiko'],1JsySWOa2RchsBB2N4313v,Chilombo (Deluxe),False,43,0.0677,0.363,156467,0.466,1.11e-05,5,0.224,-8.161,1,0.0831,84.24,4,0.339
544,544,00MjE9kUT6zVEaoacbDd86,Kralj ponoci,['1THxaqwOmsSt9lZsF5ZByy'],['Ana Bekuta'],1GRteD0WeGFN4d15rS9M3P,Opet imam razloga da zivim,False,27,0.454,0.62,232919,0.503,0.0,3,0.0635,-9.606,1,0.0299,80.052,4,0.239
545,545,00MmJraiM6d7AINTYB5Xid,Nellie the Elephant,['747P2pvOwW22iRcFS9zQDv'],['Toy Dolls'],2G4Qadfi3LHuQSaZ60rFCP,Dig That Groove Baby,False,48,0.308,0.524,207480,0.559,1.23e-05,0,0.985,-9.2,1,0.361,75.876,4,0.326
546,546,00MpfQXGFLDJ5eya2Exepc,Perdóname la letra,['6Pg8M1zA3uDn0h5IOFc3pe'],"[""Los Freddy's""]",4294yJuL3aiuMLosQV9Mta,Antología. . . Los Freddy's,False,19,0.629,0.53,153240,0.244,0.0,9,0.0878,-12.47,0,0.0318,92.756,4,0.335
547,547,00MqCzhctS3pKiTS1w4auO,Telegraphique,['5xXmhI4z09agWV0H8eEN6M'],['Jean-Marie Amato'],2rP4EXWUQ6lEIAKFsHI1TJ,Exercices De Style,False,0,0.751,0.758,32601,0.376,0.913,11,0.107,-17.025,0,0.543,126.766,3,0.69
548,548,00MqvU8u64YxyNXfyq8QP2,Do They Know It's Christmas (Feed the World),['397jYgLYL4N6XsutEYQlP5'],['The Starlite Singers'],7ifos09eDP02Tz0FKpc9Ca,Zalig Kerstfeest 2016,False,0,0.0729,0.676,221000,0.757,0.0,0,0.578,-6.862,1,0.0383,115.471,4,0.542
549,549,00MvLXOFPJBJuuh1mecdD2,"Concerto in G Minor, BWV 975 (after Vivaldi RV 316): 2. Largo","['5aIqB5nVVvmFsvSdExz408', '3I13TOeCYETZAW9BtGnHvR']","['Johann Sebastian Bach', 'Anna Gourari']",3D7QDPIZdKkCbpS1msH6Mw,Bach Eternal,False,5,0.992,0.336,228480,0.0139,0.895,2,0.0588,-31.224,0,0.0446,76.13,4,0.0732
550,550,00Mz1oHhzAn5TLGvlkBePu,"Die Säulen der Erde, Kapitel 147","['0I5CMdNszqP3qJTmhGxlsA', '0RD9TMN3xp2N143QRiLUjx']","['Ken Follett', 'Tobias Kluckert']",2oM8cIQReXR3qsYpXlflyS,Die Säulen der Erde (Ungekürzt),False,19,0.115,0.718,252175,0.304,0.0,5,0.423,-19.673,0,0.938,118.007,4,0.516
551,551,00MzW0XvVaoEsgEtOJxZxS,The Grey Goose (155-B),['3Ovf2lytXSXWFM2cwsJACC'],['Lead Belly'],4JV77Mn21g579N7flQ3gX6,Leadbelly ARC & Library of Congress Recordings Vol. 4 (1935-1938),False,0,0.995,0.564,140147,0.196,0.00387,4,0.384,-15.865,1,0.898,152.787,4,0.768
552,552,00N0QQGAVa6E30xIUmXjJE,No Time For Tears,['0MponVSpW81oLvJZ53vYZH'],['The Marvelettes'],4LXT51p1VlIIztpcYPTpY7,Deliver: The Singles 1961-1971,False,3,0.441,0.57,157733,0.406,0.0,0,0.128,-9.145,1,0.0317,129.179,1,0.787
553,553,00N36XKlijjilVCDpwFZv9,Alegria - Cool Bros Remix,"['7Ic7DIG2fHG64F5w8WhwMt', '252KwztvXmgS9nACVVTUyQ', '37bp3c6j29CBQkVNKO1aiw']","['Tumba & Cuca', 'Anguss', 'COOLBROS']",2v5SLJ74f5HxZnoA5IeAPr,Netswork Pres. New Year 2017,False,0,0.0189,0.681,235494,0.905,0.013,0,0.272,-5.726,1,0.0445,128.027,4,0.302
554,554,00N8C4XPIeKudgYUOwORZQ,Jeopardy - Instrumental with Chorus,['1Yyag4BRejtPxsKTrSkKDz'],['The Greg Kihn Band'],1oTTv5jszHTm1NZmrlJRXI,Jeopardy EP,False,4,0.0212,0.746,233707,0.716,0.0695,0,0.0875,-8.103,1,0.0326,109.664,4,0.541
555,555,00N8Gf5Z8mHsd6pIDRLpRL,Delta Dawn,['13y0kncDD4J9wxCyfKr10W'],['Bette Midler'],0WCR1ZDrcXuNerUd6mbeiP,The Divine Miss M,False,18,0.841,0.419,318067,0.419,0.0,0,0.376,-12.275,1,0.0598,120.276,4,0.441
556,556,00NAQYOP4AmWR549nnYJZu,Secrets,['1Xyo4u8uXC1ZmMpatF05PJ'],['The Weeknd'],2ODvWsOgouMbaA5xf0RkJe,Starboy,False,72,0.0155,0.664,265600,0.771,9.6e-06,0,0.46,-5.779,1,0.0533,109.945,4,0.763
557,557,00NETFopF0BY2bZTstKr5C,"Bridge over Troubled Water - Live at Central Park, New York, NY - August 15, 1991",['2CvCyf1gEVhI0mX6aFXmVI'],['Paul Simon'],7kral5EDkcgaMvJEf4qCVs,"Paul Simon's Concert In The Park August 15, 1991",False,25,0.875,0.251,316920,0.356,4.86e-05,3,0.989,-13.708,1,0.0473,163.299,4,0.247
558,558,00NH6J5nIqNXUvtBw25ZO2,Africa Here I Come,['1S1XUYadNLS2gkRKSxG1vl'],['Lord Invader'],6YaaGMoJyo5pACsoYJSnan,Yankee Dollar,False,16,0.729,0.696,177464,0.742,1.02e-06,6,0.07,-8.925,0,0.224,93.595,4,0.969
559,559,00NJC5H7lMteO234u8BvcN,All the Best,['0nJUwPwC9Ti4vvuJ0q3MfT'],['John Prine'],0Z7pWwWanmkAagklXFp8ch,The Missing Years,False,45,0.299,0.636,208840,0.438,0.0266,0,0.114,-13.702,1,0.0315,89.321,4,0.356
560,560,00NKSh62MzIN8a4MOXCkPA,Wild Times,['3bTAaMx9nf237AkBnGw3vL'],['Jeff Lynne'],3bbdZdZQtCtnWEN5zG7Eyj,Robin Hood: Prince Of Thieves (Original Motion Picture Soundtrack),False,15,0.491,0.5,192373,0.478,0.00213,7,0.322,-13.108,1,0.0368,115.254,4,0.518
561,561,00NNd1BFzQQzZe4UcvZIzB,Pints of Guinness Make You Strong,['29lz7gs8edwnnfuXW4FhMl'],['Against Me!'],5a8YbV4iL6uuJ90GqyzLzQ,Reinventing Axl Rose,False,49,0.00544,0.623,160520,0.82,0.000208,9,0.14,-6.842,0,0.0499,128.35,4,0.637
562,562,00NO0V23XLIGUTcaw1GUaS,Mirage,['5kQSUT9ApO5g8D6DJEDXR9'],['Chill Out 2018'],5lD0bSQC3h5uWwKZMnLfyb,Hot Winter Chills,False,0,0.469,0.288,122088,0.226,0.732,6,0.119,-15.235,0,0.0297,58.408,4,0.214
563,563,00NTai2T0HGa8aNk4DlRYt,Desde Que Tu No Estas,['7wOZy3KdFVVINgNFFxkxwO'],['Jerry Rivera'],6fuOt44vgqDnAnZguOJecP,Mis 30 Mejores Canciones,False,11,0.366,0.67,247173,0.642,0.0,1,0.0576,-5.455,1,0.0629,164.393,4,0.808
564,564,00NUjJ0ef50eXmTtIahc5v,Sleigh Ride,['5YhX2onn51M81v4dSZajlX'],['Leroy Anderson'],67di1tCudA0RIHJVJc6nK3,The Leroy Anderson Collection,False,31,0.625,0.416,161627,0.597,0.147,5,0.31,-13.959,1,0.0336,123.772,4,0.813
